time,pressure_pss(MB),org.openmined.syft.demo_pss(MB),Active_Memory(MB),Cached_Memory(MB),Free_Memory(MB),SwapCached_Memory(MB),Inactive:,Active(anon):,Inactive(anon):,Active(file):, Inactive(file):,Unevictable:,Mlocked:,SwapTotal:,SwapFree:,Dirty:,Writeback:,AnonPages:,Mapped:,Shmem:,Slab:,SReclaimable:,SUnreclaim:,KernelStack:,PageTables:,NFS_Unstable:,Bounce:,WritebackTmp:,CommitLimit:,Committed_AS:,VmallocTotal:,VmallocUsed:,VmallocChunk:,totalPrivateClean,totalPrivateDirty,totalSharedClean,totalSharedDirty,totalSwappablePss
05:31:50,80,80,363,439,51,21,322,113,131,250,191,0,0,697,528,0,0,242,251,0,53,16,37,10,22,0,0,0,1162,15577,488,133,224,8,58,68,2,8,
05:31:51,80,80,365,439,50,21,322,115,131,250,191,0,0,697,528,0,0,244,251,0,53,16,37,10,22,0,0,0,1162,15569,488,133,224,8,58,68,2,8,
05:31:52,72,72,356,439,59,21,322,106,131,250,190,0,0,697,528,0,0,235,250,0,53,16,37,10,22,0,0,0,1162,15553,488,133,224,8,49,68,2,8,
05:31:53,72,72,358,439,56,21,322,108,131,250,190,0,0,697,528,0,0,237,252,0,53,16,37,11,23,0,0,0,1162,15564,488,134,224,8,49,68,2,8,
05:31:54,75,75,363,439,51,21,322,113,131,250,190,0,0,697,528,0,0,242,257,0,53,16,37,11,23,0,0,0,1162,15588,488,136,224,8,52,68,2,8,
05:31:55,73,73,362,439,52,21,322,111,131,250,190,0,0,697,528,0,0,240,258,0,53,16,37,11,23,0,0,0,1162,15588,488,136,224,8,50,68,2,8,
05:31:56,75,75,363,439,52,21,322,113,131,250,190,0,0,697,528,0,0,242,258,0,53,16,37,11,23,0,0,0,1162,15580,488,136,224,8,52,68,2,8,
05:31:57,78,78,366,439,49,21,322,116,131,250,190,0,0,697,528,0,0,245,258,0,53,16,37,11,23,0,0,0,1162,15585,488,136,224,8,55,68,2,8,
05:31:58,78,78,366,439,48,21,322,116,131,250,190,0,0,697,528,0,0,245,258,0,53,16,37,11,23,0,0,0,1162,15585,488,136,224,8,55,68,2,8,
05:31:59,81,81,369,439,45,21,322,119,131,250,190,0,0,697,528,0,0,247,258,0,53,16,37,11,23,0,0,0,1162,15590,488,136,224,8,58,68,2,8,
05:32:00,72,84,361,439,53,21,322,111,131,250,190,0,0,697,528,0,0,240,258,0,53,16,37,11,23,0,0,0,1162,15575,488,136,224,8,49,68,2,8,
05:32:01,72,72,361,439,53,21,322,110,131,250,190,0,0,697,528,0,0,239,258,0,53,16,37,11,23,0,0,0,1162,15575,488,136,224,8,49,68,2,8,
05:32:02,75,75,363,439,51,21,322,113,131,250,190,0,0,697,528,0,0,242,258,0,53,16,37,11,23,0,0,0,1162,15580,488,136,224,8,52,68,2,8,
05:32:03,77,77,366,439,48,21,322,116,131,250,190,0,0,697,528,0,0,244,258,0,53,16,37,11,23,0,0,0,1162,15585,488,136,224,8,55,68,2,8,
05:32:04,78,78,366,439,48,21,322,116,131,250,190,0,0,697,528,0,0,245,258,0,53,16,37,11,23,0,0,0,1162,15585,488,136,224,8,55,68,2,8,
05:32:05,80,80,369,439,46,21,322,119,131,250,190,0,0,697,528,0,0,248,258,0,53,16,37,11,23,0,0,0,1162,15590,488,136,224,8,58,68,2,8,
05:32:06,69,83,358,439,56,21,322,108,131,250,190,0,0,697,528,0,0,237,258,0,53,16,37,11,23,0,0,0,1162,15570,488,136,224,8,47,68,2,8,
05:32:07,69,69,358,439,56,21,322,108,131,250,190,0,0,697,528,0,0,237,258,0,53,16,37,11,23,0,0,0,1162,15570,488,136,224,8,47,68,2,8,
05:32:08,72,72,361,439,54,21,322,111,131,250,190,0,0,697,528,0,0,240,258,0,53,16,37,11,23,0,0,0,1162,15575,488,136,224,8,49,68,2,8,
05:32:09,75,75,364,439,51,21,322,113,131,250,190,0,0,697,528,0,0,242,258,0,53,16,37,11,23,0,0,0,1162,15580,488,136,224,8,52,68,2,8,
05:32:10,78,78,366,439,48,21,322,116,131,250,190,0,0,697,528,0,0,245,258,0,53,16,37,11,23,0,0,0,1162,15585,488,136,224,8,55,68,2,8,
05:32:11,78,78,366,439,48,21,322,116,131,250,190,0,0,697,528,0,0,245,258,0,53,16,37,11,23,0,0,0,1162,15585,488,136,224,8,55,68,2,8,
05:32:12,72,72,361,439,53,21,322,110,131,250,190,0,0,697,528,0,0,239,258,0,53,16,37,11,23,0,0,0,1162,15576,488,136,224,8,49,68,2,8,
05:32:13,97,82,389,439,26,21,322,139,131,250,190,0,0,697,528,0,0,268,251,0,53,16,37,10,22,0,0,0,1162,15588,488,133,224,8,74,68,2,8,
05:32:14,106,99,369,439,47,21,322,119,131,250,190,0,0,697,528,0,0,248,251,0,53,16,37,10,22,0,0,0,1162,15607,488,133,224,8,83,68,2,8,
05:32:15,67,67,352,439,64,21,322,102,131,250,190,0,0,697,528,0,0,231,251,0,53,16,37,10,22,0,0,0,1162,15562,488,133,224,8,44,68,2,8,
05:32:16,67,67,354,439,60,21,322,104,131,250,190,0,0,697,528,0,0,233,252,0,53,16,37,11,23,0,0,0,1162,15572,488,134,224,8,44,68,2,8,
05:32:17,67,67,355,439,59,21,322,105,131,250,190,0,0,697,528,0,0,234,254,0,53,16,37,11,23,0,0,0,1162,15582,488,134,224,8,44,68,2,8,
05:32:18,67,67,356,439,57,21,322,106,131,250,190,0,0,697,528,0,0,235,258,0,54,16,37,11,23,0,0,0,1162,15592,488,136,224,8,44,68,2,8,
05:32:19,67,67,356,439,57,21,322,106,131,250,190,0,0,697,528,0,0,235,258,0,54,16,37,11,23,0,0,0,1162,15584,488,136,224,8,44,68,2,8,
05:32:20,67,67,356,439,56,21,322,106,131,250,190,0,0,697,528,0,0,235,258,0,54,16,37,11,23,0,0,0,1162,15584,488,136,224,8,44,68,2,8,
05:32:21,67,67,357,439,56,21,322,107,131,250,190,0,0,697,528,0,0,236,258,0,54,16,37,11,23,0,0,0,1162,15584,488,136,224,8,45,68,2,8,
05:32:22,68,68,357,439,58,21,322,107,131,250,190,0,0,697,528,0,0,236,258,0,53,16,37,11,23,0,0,0,1162,15584,488,136,224,8,45,68,2,8,
05:32:23,68,68,357,439,58,21,322,107,131,250,190,0,0,697,528,0,0,236,258,0,53,16,37,11,23,0,0,0,1162,15584,488,136,224,8,45,68,2,8,
05:32:24,68,68,358,439,58,21,322,107,131,250,190,0,0,697,528,0,0,236,258,0,53,16,37,11,23,0,0,0,1162,15584,488,136,224,8,45,68,2,8,
05:32:25,68,68,358,439,58,21,322,107,131,250,190,0,0,697,528,0,0,236,258,0,53,16,37,11,23,0,0,0,1162,15584,488,136,224,8,45,68,2,8,
05:32:26,68,68,358,439,58,21,322,107,131,250,190,0,0,697,528,0,0,237,258,0,53,16,37,11,23,0,0,0,1162,15584,488,136,224,8,45,68,2,8,
05:32:27,68,68,358,439,58,21,322,108,131,250,190,0,0,697,528,0,0,237,258,0,53,16,37,11,23,0,0,0,1162,15584,488,136,224,8,46,68,2,8,
05:32:28,69,69,358,439,58,21,322,108,131,250,190,0,0,697,528,0,0,237,258,0,53,16,37,11,23,0,0,0,1162,15584,488,136,224,8,46,68,2,8,
05:32:29,69,69,358,439,57,21,322,108,131,250,190,0,0,697,528,0,0,237,258,0,53,16,37,11,23,0,0,0,1162,15584,488,136,224,8,46,68,2,8,
05:32:30,69,69,359,439,57,21,322,108,131,250,190,0,0,697,528,0,0,237,258,0,53,16,37,11,23,0,0,0,1162,15584,488,136,224,8,46,68,2,8,
05:32:31,69,69,359,439,57,21,322,108,131,250,190,0,0,697,528,0,0,237,258,0,53,16,37,11,23,0,0,0,1162,15584,488,136,224,8,46,68,2,8,
05:32:32,69,69,359,439,57,21,322,109,131,250,190,0,0,697,528,0,0,238,258,0,53,16,37,11,23,0,0,0,1162,15584,488,136,224,8,46,68,2,8,
05:32:33,69,69,359,439,56,21,322,109,131,250,190,0,0,697,528,0,0,238,258,0,53,16,37,11,23,0,0,0,1162,15584,488,136,224,8,47,68,2,8,
05:32:34,70,70,359,439,56,21,322,109,131,250,190,0,0,697,528,0,0,238,258,0,53,16,37,11,23,0,0,0,1162,15585,488,136,224,8,47,68,2,8,
05:32:35,70,70,359,439,56,21,322,109,131,250,190,0,0,697,528,0,0,238,258,0,53,16,37,11,23,0,0,0,1162,15585,488,136,224,8,47,68,2,8,
05:32:36,70,70,356,439,59,21,322,105,131,250,190,0,0,697,528,0,0,235,250,0,53,16,37,10,22,0,0,0,1162,15549,488,133,224,9,47,68,2,9,
05:32:37,70,70,357,439,59,21,322,107,131,250,190,0,0,697,528,0,0,236,251,0,53,16,37,10,22,0,0,0,1162,15563,488,133,224,8,47,68,2,8,
05:32:38,70,70,357,439,59,21,322,107,131,250,190,0,0,697,528,0,0,236,251,0,53,16,37,10,22,0,0,0,1162,15563,488,133,224,8,47,68,2,8,
05:32:39,71,71,359,439,56,21,322,109,131,250,190,0,0,697,528,0,0,238,252,0,53,16,37,11,23,0,0,0,1162,15574,488,134,224,8,48,68,2,8,
05:32:40,71,71,360,439,57,21,322,109,131,250,190,0,0,697,528,0,0,238,252,0,53,16,37,11,23,0,0,0,1162,15575,488,134,224,8,48,68,2,8,
05:32:41,71,71,362,439,53,21,322,111,131,250,190,0,0,697,528,0,0,240,258,0,53,16,37,11,23,0,0,0,1162,15593,488,136,224,8,48,68,2,8,
05:32:42,71,71,361,439,54,21,322,111,131,250,190,0,0,697,528,0,0,240,258,0,53,16,37,11,23,0,0,0,1162,15585,488,136,224,8,48,68,2,8,
05:32:43,71,71,362,439,54,21,322,111,131,250,190,0,0,697,528,0,0,240,258,0,53,16,37,11,23,0,0,0,1162,15585,488,136,224,8,48,68,2,8,
05:32:44,71,71,360,439,54,21,322,110,131,250,190,0,0,697,528,0,0,239,258,0,53,16,37,11,23,0,0,0,1162,15585,488,136,224,8,49,68,2,8,
05:32:45,72,72,360,439,55,21,322,110,131,250,190,0,0,697,528,0,0,239,258,0,53,16,37,11,23,0,0,0,1162,15585,488,136,224,8,49,68,2,8,
05:32:46,72,72,361,439,55,21,322,110,131,250,190,0,0,697,528,0,0,239,258,0,53,16,37,11,23,0,0,0,1162,15585,488,136,224,8,49,68,2,8,
05:32:47,72,72,361,439,55,21,322,110,131,250,190,0,0,697,528,0,0,239,258,0,53,16,37,11,23,0,0,0,1162,15585,488,136,224,8,49,68,2,8,
05:32:48,72,72,361,439,55,21,322,110,131,250,190,0,0,697,528,0,0,239,258,0,53,16,37,11,23,0,0,0,1162,15585,488,136,224,8,49,68,2,8,
05:32:49,72,72,361,439,55,21,322,111,131,250,190,0,0,697,528,0,0,240,258,0,53,16,37,11,23,0,0,0,1162,15585,488,136,224,8,49,68,2,8,
05:32:50,72,72,361,439,55,21,322,111,131,250,190,0,0,697,528,0,0,240,258,0,53,16,37,11,23,0,0,0,1162,15585,488,136,224,8,50,68,2,8,
05:32:51,73,73,361,439,54,21,322,111,131,250,190,0,0,697,528,0,0,240,258,0,53,16,37,11,23,0,0,0,1162,15585,488,136,224,8,50,68,2,8,
05:32:52,73,73,362,439,54,21,322,111,131,250,190,0,0,697,528,0,0,240,258,0,53,16,37,11,23,0,0,0,1162,15585,488,136,224,8,50,68,2,8,
05:32:53,73,73,362,439,54,21,322,111,131,250,190,0,0,697,528,0,0,240,258,0,53,16,37,11,23,0,0,0,1162,15585,488,136,224,8,50,68,2,8,
05:32:54,73,73,362,439,54,21,322,112,131,250,190,0,0,697,528,0,0,241,258,0,53,16,37,11,23,0,0,0,1162,15585,488,136,224,8,50,68,2,8,
05:32:55,73,73,362,439,54,21,322,112,131,250,190,0,0,697,528,0,0,241,258,0,53,16,37,11,23,0,0,0,1162,15585,488,136,224,8,51,68,2,8,
05:32:56,73,73,362,439,54,21,322,112,131,250,190,0,0,697,528,0,0,241,258,0,53,16,37,11,23,0,0,0,1162,15585,488,136,224,8,51,68,2,8,
05:32:57,74,74,363,439,53,21,322,112,131,250,190,0,0,697,528,0,0,241,258,0,53,16,37,11,23,0,0,0,1162,15585,488,136,224,8,51,68,2,8,
05:32:58,74,74,363,439,53,21,322,112,131,250,190,0,0,697,528,0,0,241,258,0,53,16,37,11,23,0,0,0,1162,15585,488,136,224,8,51,68,2,8,
05:32:59,74,74,360,439,56,21,322,109,131,250,190,0,0,697,528,0,0,238,256,0,53,16,37,11,22,0,0,0,1162,15557,488,134,224,8,51,68,2,8,
05:33:00,74,74,360,439,54,21,322,110,131,250,190,0,0,697,528,0,0,239,251,0,53,16,37,10,22,0,0,0,1162,15564,488,133,224,8,51,68,2,8,
05:33:01,74,74,361,439,56,21,322,110,131,250,190,0,0,697,528,0,0,239,251,0,53,16,37,10,22,0,0,0,1162,15564,488,133,224,8,52,68,2,8,
05:33:02,75,75,361,439,55,21,322,111,131,250,190,0,0,697,528,0,0,240,251,0,53,16,37,11,22,0,0,0,1162,15573,488,133,224,8,52,68,2,8,
05:33:03,75,75,363,439,53,21,322,112,131,250,190,0,0,697,528,0,0,241,252,0,53,16,37,11,23,0,0,0,1162,15576,488,134,224,8,52,68,2,8,
05:33:04,75,75,365,439,49,21,322,114,131,250,190,0,0,697,528,0,0,243,257,0,53,16,37,11,23,0,0,0,1162,15594,488,136,224,8,52,68,2,8,
05:33:05,75,75,365,439,51,21,322,114,131,250,190,0,0,697,528,0,0,243,257,0,53,16,37,11,23,0,0,0,1162,15585,488,136,224,8,52,68,2,8,
05:33:06,75,75,365,439,50,21,322,115,131,250,190,0,0,697,528,0,0,244,257,0,53,16,37,11,23,0,0,0,1162,15586,488,136,224,8,52,68,2,8,
05:33:07,75,75,365,439,50,21,322,115,131,250,190,0,0,697,528,0,0,244,257,0,53,16,37,11,23,0,0,0,1162,15586,488,136,224,8,53,68,2,8,
05:33:08,76,76,366,439,50,21,322,115,131,250,190,0,0,697,528,0,0,244,258,0,53,16,37,11,23,0,0,0,1162,15586,488,136,224,8,53,68,2,8,
05:33:09,76,76,366,439,50,21,322,115,131,250,190,0,0,697,528,0,0,244,258,0,53,16,37,11,23,0,0,0,1162,15586,488,136,224,8,53,68,2,8,
05:33:10,76,76,366,439,50,21,322,116,131,250,190,0,0,697,528,0,0,245,258,0,53,16,37,11,23,0,0,0,1162,15586,488,136,224,8,53,68,2,8,
05:33:11,76,76,366,439,49,21,322,116,131,250,190,0,0,697,528,0,0,245,258,0,53,16,37,11,23,0,0,0,1162,15586,488,136,224,8,53,68,2,8,
05:33:12,76,76,367,439,49,21,322,116,131,250,190,0,0,697,528,0,0,245,258,0,53,16,37,11,23,0,0,0,1162,15586,488,136,224,8,54,68,2,8,
05:33:13,77,77,367,439,49,21,322,116,131,250,190,0,0,697,528,0,0,245,258,0,53,16,37,11,23,0,0,0,1162,15586,488,136,224,8,54,68,2,8,
05:33:14,77,77,367,439,49,21,322,116,131,250,190,0,0,697,528,0,0,245,258,0,53,16,37,11,23,0,0,0,1162,15586,488,136,224,8,54,68,2,8,
05:33:15,77,77,367,439,49,21,322,116,131,250,190,0,0,697,528,0,0,246,258,0,53,16,37,11,23,0,0,0,1162,15586,488,136,224,8,54,68,2,8,
05:33:16,77,77,367,439,49,21,322,117,131,250,190,0,0,697,528,0,0,246,258,0,53,16,37,11,23,0,0,0,1162,15586,488,136,224,8,54,68,2,8,
05:33:17,77,77,367,439,48,21,322,117,131,250,190,0,0,697,528,0,0,246,258,0,53,16,37,11,23,0,0,0,1162,15586,488,136,224,8,54,68,2,8,
05:33:18,77,77,368,439,48,21,322,117,131,250,190,0,0,697,528,0,0,246,258,0,53,16,37,11,23,0,0,0,1162,15586,488,136,224,8,55,68,2,8,
05:33:19,78,78,368,439,48,21,322,117,131,250,190,0,0,697,528,0,0,246,258,0,53,16,37,11,23,0,0,0,1162,15586,488,136,224,8,55,68,2,8,
05:33:20,78,78,368,439,48,21,322,117,131,250,190,0,0,697,528,0,0,247,258,0,53,16,37,11,23,0,0,0,1162,15586,488,136,224,8,55,68,2,8,
05:33:21,78,78,368,439,48,21,322,118,131,250,190,0,0,697,528,0,0,247,258,0,53,16,37,11,23,0,0,0,1162,15586,488,136,224,8,55,68,2,8,
05:33:22,78,78,366,439,50,21,322,115,131,250,190,0,0,697,528,0,0,244,257,0,53,16,37,11,22,0,0,0,1162,15558,488,134,224,8,55,68,2,8,
05:33:23,78,78,366,439,50,21,322,115,131,250,190,0,0,697,528,0,0,244,251,0,53,16,37,10,22,0,0,0,1162,15565,488,133,224,8,56,68,2,8,
05:33:24,79,79,366,439,51,21,322,115,131,250,190,0,0,697,528,0,0,244,250,0,53,16,37,10,22,0,0,0,1162,15565,488,133,224,8,56,68,2,8,
05:33:25,79,79,367,439,50,21,322,116,131,250,190,0,0,697,528,0,0,245,251,0,53,16,37,11,22,0,0,0,1162,15574,488,133,224,8,56,68,2,8,
05:33:26,79,79,368,439,48,21,322,118,131,250,190,0,0,697,528,0,0,247,252,0,53,16,37,11,23,0,0,0,1162,15577,488,134,224,8,56,68,2,8,
05:33:27,79,79,370,439,44,21,322,120,131,250,190,0,0,697,528,0,0,249,258,0,53,16,37,11,23,0,0,0,1162,15594,488,136,224,8,56,68,2,8,
05:33:28,79,79,370,439,45,21,322,120,131,250,190,0,0,697,528,0,0,249,258,0,53,16,37,11,23,0,0,0,1162,15586,488,136,224,8,56,68,2,8,
05:33:29,79,79,371,439,45,21,322,120,131,250,190,0,0,697,528,0,0,249,258,0,53,16,37,11,23,0,0,0,1162,15586,488,136,224,8,57,68,2,8,
05:33:30,80,80,371,439,45,21,322,120,131,250,190,0,0,697,528,0,0,249,258,0,53,16,37,11,23,0,0,0,1162,15586,488,136,224,8,57,68,2,8,
05:33:31,80,80,371,439,45,21,322,121,131,250,190,0,0,697,528,0,0,250,258,0,53,16,37,11,23,0,0,0,1162,15587,488,136,224,8,57,68,2,8,
05:33:32,80,80,371,439,45,21,322,121,131,250,190,0,0,697,528,0,0,250,258,0,53,16,37,11,23,0,0,0,1162,15587,488,136,224,8,57,68,2,8,
05:33:33,80,80,372,439,44,21,322,121,131,250,190,0,0,697,528,0,0,250,258,0,53,16,37,11,23,0,0,0,1162,15587,488,136,224,8,57,68,2,8,
05:33:34,80,80,372,439,44,21,322,121,131,250,190,0,0,697,528,0,0,250,258,0,53,16,37,11,23,0,0,0,1162,15587,488,136,224,8,57,68,2,8,
05:33:35,80,80,372,439,44,21,322,121,131,250,190,0,0,697,528,0,0,250,258,0,53,16,37,11,23,0,0,0,1162,15587,488,136,224,8,58,68,2,8,
05:33:36,81,81,372,439,44,21,322,122,131,250,190,0,0,697,528,0,0,251,258,0,53,16,37,11,23,0,0,0,1162,15587,488,136,224,8,58,68,2,8,
05:33:37,81,81,372,439,44,21,322,122,131,250,190,0,0,697,528,0,0,251,258,0,53,16,37,11,23,0,0,0,1162,15587,488,136,224,8,58,68,2,8,
05:33:38,81,81,373,439,44,21,322,122,131,250,190,0,0,697,528,0,0,251,258,0,53,16,37,11,23,0,0,0,1162,15587,488,136,224,8,58,68,2,8,
05:33:39,81,81,373,439,43,21,322,122,131,250,190,0,0,697,528,0,0,251,258,0,53,16,37,11,23,0,0,0,1162,15587,488,136,224,8,58,68,2,8,
05:33:40,81,81,373,439,43,21,322,122,131,250,190,0,0,697,528,0,0,251,258,0,53,16,37,11,23,0,0,0,1162,15587,488,136,224,8,59,68,2,8,
05:33:41,82,82,373,439,43,21,322,122,131,250,190,0,0,697,528,0,0,252,258,0,53,16,37,11,23,0,0,0,1162,15587,488,136,224,8,59,68,2,8,
05:33:42,82,82,373,439,43,21,322,123,131,250,190,0,0,697,528,0,0,252,258,0,53,16,37,11,23,0,0,0,1162,15587,488,136,224,8,59,68,2,8,
05:33:43,82,82,373,439,43,21,322,123,131,250,190,0,0,697,528,0,0,252,258,0,53,16,37,11,23,0,0,0,1162,15587,488,136,224,8,59,68,2,8,
05:33:44,82,82,374,439,42,21,322,123,131,250,190,0,0,697,528,0,0,252,258,0,53,16,37,11,23,0,0,0,1162,15587,488,136,224,8,59,68,2,8,
05:33:45,82,82,369,439,45,21,322,119,131,250,190,0,0,697,528,0,0,248,257,0,53,16,37,11,22,0,0,0,1162,15559,488,134,224,8,59,68,2,8,
05:33:46,82,82,369,439,46,21,322,118,131,250,190,0,0,697,528,0,0,247,251,0,53,16,37,10,22,0,0,0,1162,15565,488,133,224,8,60,68,2,8,
05:33:47,83,83,369,439,47,21,322,119,131,250,190,0,0,697,528,0,0,248,250,0,53,16,37,10,22,0,0,0,1162,15565,488,133,224,8,60,68,2,8,
05:33:48,83,83,369,439,48,21,322,119,131,250,190,0,0,697,528,0,0,248,250,0,53,16,37,10,22,0,0,0,1162,15566,488,133,224,8,60,68,2,8,
05:33:49,83,83,371,439,45,21,322,121,131,250,190,0,0,697,528,0,0,250,252,0,53,16,37,11,23,0,0,0,1162,15577,488,134,224,8,60,68,2,8,
05:33:50,83,83,374,439,42,21,322,123,131,250,190,0,0,697,528,0,0,252,257,0,53,16,37,11,23,0,0,0,1162,15596,488,136,224,8,60,68,2,8,
05:33:51,83,83,373,439,42,21,322,123,131,250,190,0,0,697,528,0,0,252,258,0,53,16,37,11,23,0,0,0,1162,15588,488,136,224,8,61,68,2,8,
05:33:52,84,84,374,439,42,21,322,123,131,250,190,0,0,697,528,0,0,252,257,0,53,16,37,11,23,0,0,0,1162,15588,488,136,224,8,61,68,2,8,
05:33:53,84,84,374,439,42,21,322,123,131,250,190,0,0,697,528,0,0,252,257,0,53,16,37,11,23,0,0,0,1162,15588,488,136,224,8,61,68,2,8,
05:33:54,84,84,374,439,42,21,322,124,131,250,190,0,0,697,528,0,0,253,258,0,53,16,37,11,23,0,0,0,1162,15588,488,136,224,8,61,68,2,8,
05:33:55,84,84,375,439,42,21,322,124,131,250,190,0,0,697,528,0,0,253,258,0,53,16,37,11,23,0,0,0,1162,15588,488,136,224,8,61,68,2,8,
05:33:56,84,84,375,439,41,21,322,124,131,250,190,0,0,697,528,0,0,253,258,0,53,16,37,11,23,0,0,0,1162,15588,488,136,224,8,61,68,2,8,
05:33:57,84,84,375,439,41,21,322,124,131,250,190,0,0,697,528,0,0,253,258,0,53,16,37,11,23,0,0,0,1162,15588,488,136,224,8,62,68,2,8,
05:33:58,85,85,375,439,41,21,322,125,131,250,190,0,0,697,528,0,0,254,258,0,53,16,37,11,23,0,0,0,1162,15588,488,136,224,8,62,68,2,8,
05:33:59,85,85,375,439,41,21,322,125,131,250,190,0,0,697,528,0,0,254,258,0,53,16,37,11,23,0,0,0,1162,15588,488,136,224,8,62,68,2,8,
05:34:00,85,85,376,439,40,21,322,125,131,250,190,0,0,697,528,0,0,254,258,0,53,16,37,11,23,0,0,0,1162,15588,488,136,224,8,62,68,2,8,
05:34:01,85,85,376,439,40,21,322,125,131,250,190,0,0,697,528,0,0,254,258,0,53,16,37,11,23,0,0,0,1162,15588,488,136,224,8,62,68,2,8,
05:34:02,85,85,376,439,40,21,322,125,131,250,190,0,0,697,528,0,0,254,258,0,53,16,37,11,23,0,0,0,1162,15588,488,136,224,8,63,68,2,8,
05:34:03,86,86,376,439,40,21,322,126,131,250,190,0,0,697,528,0,0,255,258,0,53,16,37,11,23,0,0,0,1162,15588,488,136,224,8,63,68,2,8,
05:34:04,86,86,376,439,40,21,322,126,131,250,190,0,0,697,528,0,0,255,258,0,53,16,37,11,23,0,0,0,1162,15588,488,136,224,8,63,68,2,8,
05:34:05,86,86,377,439,39,21,322,126,131,250,190,0,0,697,528,0,0,255,258,0,53,16,37,11,23,0,0,0,1162,15588,488,136,224,8,63,68,2,8,
05:34:06,86,86,377,439,39,21,322,126,131,250,190,0,0,697,528,0,0,255,258,0,53,16,37,11,23,0,0,0,1162,15588,488,136,224,8,63,68,2,8,
05:34:07,86,86,377,439,39,21,322,126,131,250,190,0,0,697,528,0,0,255,258,0,53,16,37,11,23,0,0,0,1162,15588,488,136,224,8,63,68,2,8,
05:34:08,86,86,374,439,42,21,322,124,131,250,190,0,0,697,528,0,0,253,257,0,53,16,37,11,22,0,0,0,1162,15560,488,134,224,8,64,68,2,8,
05:34:09,87,87,375,439,41,21,322,124,131,250,190,0,0,697,528,0,0,253,251,0,53,16,37,10,22,0,0,0,1162,15575,488,133,224,8,64,68,2,8,
05:34:10,87,87,375,439,42,21,322,124,131,250,190,0,0,697,528,0,0,253,251,0,53,16,37,10,22,0,0,0,1162,15566,488,133,224,8,64,68,2,8,
05:34:11,87,87,375,439,42,21,322,124,131,250,190,0,0,697,528,0,0,253,251,0,53,16,37,10,22,0,0,0,1162,15567,488,133,224,8,64,68,2,8,
05:34:12,87,87,377,439,40,21,322,126,131,250,190,0,0,697,528,0,0,255,252,0,53,16,37,11,23,0,0,0,1162,15578,488,134,224,8,64,68,2,8,
05:34:13,87,87,379,439,36,21,322,128,131,250,190,0,0,697,528,0,0,257,258,0,53,16,37,11,23,0,0,0,1162,15596,488,136,224,8,65,68,2,8,
05:34:14,88,88,379,439,37,21,322,128,131,250,190,0,0,697,528,0,0,257,258,0,53,16,37,11,23,0,0,0,1162,15588,488,136,224,8,65,68,2,8,
05:34:15,88,88,379,439,37,21,322,128,131,250,190,0,0,697,528,0,0,258,258,0,53,16,37,11,23,0,0,0,1162,15589,488,136,224,8,65,68,2,8,
05:34:16,88,88,379,439,36,21,322,129,131,250,190,0,0,697,528,0,0,258,258,0,53,16,37,11,23,0,0,0,1162,15589,488,136,224,8,65,68,2,8,
05:34:17,88,88,380,439,36,21,322,129,131,250,190,0,0,697,528,0,0,258,258,0,53,16,37,11,23,0,0,0,1162,15589,488,136,224,8,65,68,2,8,
05:34:18,88,88,380,439,36,21,322,129,131,250,190,0,0,697,528,0,0,258,258,0,53,16,37,11,23,0,0,0,1162,15589,488,136,224,8,66,68,2,8,
05:34:19,88,88,380,439,36,21,322,130,131,250,190,0,0,697,528,0,0,259,258,0,53,16,37,11,23,0,0,0,1162,15589,488,136,224,8,66,68,2,8,
05:34:20,89,89,380,439,36,21,322,130,131,250,190,0,0,697,528,0,0,259,258,0,53,16,37,11,23,0,0,0,1162,15589,488,136,224,8,66,68,2,8,
05:34:21,89,89,381,439,35,21,322,130,131,250,190,0,0,697,528,0,0,259,258,0,53,16,37,11,23,0,0,0,1162,15589,488,136,224,8,66,68,2,8,
05:34:22,89,89,381,439,35,21,322,130,131,250,190,0,0,697,528,0,0,259,258,0,53,16,37,11,23,0,0,0,1162,15589,488,136,224,8,66,68,2,8,
05:34:23,89,89,381,439,35,21,322,130,131,250,190,0,0,697,528,0,0,259,258,0,53,16,37,11,23,0,0,0,1162,15589,488,136,224,8,66,68,2,8,
05:34:24,89,89,381,439,35,21,322,131,131,250,190,0,0,697,528,0,0,260,258,0,53,16,37,11,23,0,0,0,1162,15589,488,136,224,8,67,68,2,8,
05:34:25,90,90,381,439,35,21,322,131,131,250,190,0,0,697,528,0,0,260,258,0,53,16,37,11,23,0,0,0,1162,15589,488,136,224,8,67,68,2,8,
05:34:26,90,90,382,439,35,21,322,131,131,250,190,0,0,697,528,0,0,260,258,0,53,16,37,11,23,0,0,0,1162,15589,488,136,224,8,67,68,2,8,
05:34:27,90,90,382,439,34,21,322,131,131,250,190,0,0,697,528,0,0,260,258,0,53,16,37,11,23,0,0,0,1162,15589,488,136,224,8,67,68,2,8,
05:34:28,90,90,382,439,34,21,322,131,131,250,190,0,0,697,528,0,0,260,258,0,53,16,37,11,23,0,0,0,1162,15589,488,136,224,8,67,68,2,8,
05:34:29,90,90,382,439,34,21,322,131,131,250,190,0,0,697,528,0,0,261,258,0,53,16,37,11,23,0,0,0,1162,15589,488,136,224,8,68,68,2,8,
